alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_record_id,crash_type,damage,device_condition,first_crash_type,latitude,lighting_condition,longitude,num_units,posted_speed_limit,prim_contributory_cause,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_no,traffic_control_device,trafficway_type,weather_condition,private_property_i,hit_and_run_i,intersection_related_i,crash_date_est_i,work_zone_i,workers_present_i,veh_count,ppl_count,veh_area_01_i_list_json,veh_area_02_i_list_json,veh_area_12_i_list_json,veh_crash_date_list_json,veh_crash_unit_id_list_json,veh_first_contact_point_list_json,veh_lic_plate_state_list_json,veh_make_list_json,veh_maneuver_list_json,veh_model_list_json,veh_occupant_cnt_list_json,veh_travel_direction_list_json,veh_unit_no_list_json,veh_unit_type_list_json,veh_vehicle_defect_list_json,veh_vehicle_id_list_json,veh_vehicle_type_list_json,veh_vehicle_use_list_json,veh_vehicle_year_list_json,veh_area_03_i_list_json,veh_area_04_i_list_json,veh_area_11_i_list_json,veh_towed_by_list_json,veh_towed_i_list_json,veh_area_07_i_list_json,veh_area_99_i_list_json,veh_area_09_i_list_json,veh_area_10_i_list_json,veh_cmrc_veh_i_list_json,veh_num_passengers_list_json,veh_area_08_i_list_json,veh_area_00_i_list_json,veh_area_05_i_list_json,veh_area_06_i_list_json,veh_towed_to_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_bac_result_list_json,ppl_city_list_json,ppl_crash_date_list_json,ppl_driver_action_list_json,ppl_driver_vision_list_json,ppl_drivers_license_class_list_json,ppl_drivers_license_state_list_json,ppl_ejection_list_json,ppl_hospital_list_json,ppl_person_id_list_json,ppl_person_type_list_json,ppl_physical_condition_list_json,ppl_safety_equipment_list_json,ppl_sex_list_json,ppl_state_list_json,ppl_vehicle_id_list_json,ppl_zipcode_list_json,ppl_ems_agency_list_json,ppl_seat_no_list_json,ppl_pedpedal_action_list_json,ppl_pedpedal_location_list_json,ppl_pedpedal_visibility_list_json,ppl_ems_run_no_list_json,year,month,hour,day,is_weekend,hour_bin,lat_bin,lng_bin,grid_id,ppl_age_mean,ppl_age_min,ppl_age_max,prim_contributory_cause_group,ksi_flag
STRAIGHT AND LEVEL,1214,2025-10-09 20:18:00,5,20,10,61B4CB91C3626C1BC77E1F7DF9BA43894CBE40C7BD3C98CB15E7822E79BD748D9FDF6062DA7B4FF98EDCAECB9245626D24CAD0D8A3ECF0DDC334E54F8AE220A6,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,TURNING,41.886087488,"DARKNESS, LIGHTED ROAD",-87.6414635124,2,30,IMPROPER LANE USAGE,NO DEFECTS,DRY,NOT APPLICABLE,N,210,NO CONTROLS,ONE-WAY,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,2,"[""Y""]","[""Y""]",[],"[""2025-10-09T20:18:00.000""]","[""2167099"", ""2167100""]","[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT""]","[""IL""]","[""LEXUS""]","[""STRAIGHT AHEAD"", ""TURNING RIGHT""]","[""LX470"", ""RC""]","[""1""]","[""N""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2065772"", ""2065776""]","[""PASSENGER"", ""SPORT UTILITY VEHICLE (SUV)""]","[""PERSONAL""]","[""1998"", ""2017""]",[],[],"[""Y""]",[],[],"[""Y""]","[""Y""]","[""Y""]","[""Y""]",[],[],"[""Y""]",[],[],[],[],"['34', '40']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO"", ""FRANKFORT""]","[""2025-10-09T20:18:00.000""]","[""NONE""]","[""NOT OBSCURED""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2167099"", ""O2167100""]","[""DRIVER""]","[""NORMAL""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2065772"", ""2065776""]","[""60423"", ""60661""]",[],[],[],[],[],[],2025,10,20,9,False,evening,41.89,-87.64,41.89_-87.64,37.0,34,40,OTHER,0
STRAIGHT AND LEVEL,2534,2025-10-09 20:18:00,5,20,10,158080F4E26C3C597D3A9867FFAD20C6F178ADAADA69137FDAE6127D903309CF9D8A7AF936DDBC414473D3FAC3BF876D50FAD03665B74412FFB71CD2D83E427A,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,41.9094150415,"DARKNESS, LIGHTED ROAD",-87.7343313328,2,30,IMPROPER OVERTAKING/PASSING,NO DEFECTS,DRY,NOT APPLICABLE,W,4312,NO CONTROLS,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,2,"[""Y""]",[],[],"[""2025-10-09T20:18:00.000""]","[""2167105"", ""2167106""]","[""FRONT-RIGHT-CORNER"", ""REAR-LEFT-CORNER""]","[""IL""]","[""KIA"", ""TOYOTA""]","[""PASSING/OVERTAKING"", ""STRAIGHT AHEAD""]","[""RAV4"", ""SOUL""]","[""1""]","[""W""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2065777"", ""2065782""]","[""PASSENGER""]","[""PERSONAL""]","[""2004"", ""2010""]",[],[],[],[],[],"[""Y""]",[],[],[],[],[],[],[],[],[],[],"['20', '69']","[""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-09T20:18:00.000""]","[""NONE""]","[""NOT OBSCURED""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2167105"", ""O2167106""]","[""DRIVER""]","[""NORMAL""]","[""SAFETY BELT USED""]","[""F""]","[""IL""]","[""2065777"", ""2065782""]","[""60634"", ""60651""]",[],[],[],[],[],[],2025,10,20,9,False,evening,41.91,-87.73,41.91_-87.73,44.5,20,69,OTHER,0
STRAIGHT AND LEVEL,233,2025-10-09 20:18:00,5,20,10,E903A638CD0D6E0EB2F8B27ABDA06C2F142C4A51B9235FEEDC98E30C525781D281C63EB67DFAF7B9B00B5BE8F790A3A9858DF3FDB3A155E4BE3F34BA7FB34761,NO INJURY / DRIVE AWAY,"OVER $1,500",FUNCTIONING PROPERLY,SIDESWIPE SAME DIRECTION,41.7930618931,"DARKNESS, LIGHTED ROAD",-87.6081342269,2,20,DISREGARDING STOP SIGN,NO DEFECTS,DRY,FAILING TO YIELD RIGHT-OF-WAY,S,5600,STOP SIGN/FLASHER,DIVIDED - W/MEDIAN BARRIER,CLEAR,0.0,1.0,1.0,0.0,0.0,1.0,1,1,"[""Y""]",[],[],"[""2025-10-09T20:18:00.000""]","[""2167140"", ""2167141""]","[""FRONT-RIGHT-CORNER""]","[""IL""]","[""INFINITI"", ""UNKNOWN""]","[""MERGING"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""QX50""]","[""1""]","[""E""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2065810"", ""2065815""]","[""OTHER"", ""PASSENGER""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2020""]",[],[],"[""Y""]",[],[],[],[],[],[],[],[],[],[],[],[],[],['57'],"[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-09T20:18:00.000""]","[""FAILED TO YIELD"", ""NONE""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2167140"", ""O2167141""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2065810"", ""2065815""]","[""60615""]",[],[],[],[],[],[],2025,10,20,9,False,evening,41.79,-87.61,41.79_-87.61,57.0,57,57,OTHER,0
STRAIGHT AND LEVEL,1834,2025-10-09 20:05:00,5,20,10,E552E339330F3E682B509269F7871B436A6138EDDBBEAA22E308D7B62A7B72213832B30139C2535A825233514C85E13F7BBF7D5ACD82CA07BAA696C5903EEA27,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,41.8932571853,"DARKNESS, LIGHTED ROAD",-87.62234986,2,30,FAILING TO REDUCE SPEED TO AVOID CRASH,NO DEFECTS,DRY,FAILING TO YIELD RIGHT-OF-WAY,E,211,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,1,1,[],"[""Y""]","[""Y""]","[""2025-10-09T20:05:00.000""]","[""2167111"", ""2167112""]","[""FRONT-LEFT-CORNER"", ""SIDE-RIGHT""]","[""IL""]","[""TOYOTA"", ""VOLKSWAGEN""]","[""CHANGING LANES"", ""STRAIGHT AHEAD""]","[""JETTA"", ""SIENNA""]","[""1""]","[""NW"", ""W""]","[""1"", ""2""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2065786"", ""2065789""]","[""PASSENGER"", ""VAN/MINI-VAN""]","[""PERSONAL"", ""TAXI/FOR HIRE""]","[""2012"", ""2025""]","[""Y""]","[""Y""]","[""Y""]",[],[],[],[],[],[],[],[],[],[],[],[],[],['46'],"[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""OAK LAWN""]","[""2025-10-09T20:05:00.000""]","[""FAILED TO YIELD"", ""NONE""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""A""]","[""IL""]","[""NONE""]",[],"[""O2167111"", ""O2167112""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2065786"", ""2065789""]","[""60453""]",[],[],[],[],[],[],2025,10,20,9,False,evening,41.89,-87.62,41.89_-87.62,46.0,46,46,SPEEDING,0
STRAIGHT AND LEVEL,1612,2025-10-09 20:00:00,5,20,10,26FEBEF808D86B7ABC6C4ACD5890202E55A8A38AB81943D67EC41AF593C8D912D46BBCA3C1802617E453105ED91A3BECC5FCE8DC92F3B11C1386113F223EB9FF,NO INJURY / DRIVE AWAY,"OVER $1,500",FUNCTIONING PROPERLY,REAR END,41.9828764684,DUSK,-87.8070768414,2,30,FOLLOWING TOO CLOSELY,NO DEFECTS,DRY,UNABLE TO DETERMINE,W,7200,TRAFFIC SIGNAL,NOT DIVIDED,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,1,0,[],[],"[""Y""]","[""2025-10-09T20:00:00.000""]","[""2167398"", ""2167399""]","[""FRONT"", ""REAR""]","[""IL""]","[""NISSAN"", ""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""ROGUE""]","[""1""]","[""S""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2066053"", ""2066058""]","[""PASSENGER""]","[""PERSONAL""]","[""2012""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Y""]",[],[],"[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-09T20:00:00.000""]","[""FOLLOWED TOO CLOSELY"", ""NONE""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2167398"", ""O2167399""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""USAGE UNKNOWN""]","[""M"", ""X""]","[""IL""]","[""2066053"", ""2066058""]","[""60656""]",[],[],[],[],[],[],2025,10,20,9,False,evening,41.98,-87.81,41.98_-87.81,0.0,0,0,FOLLOWING TOO CLOSELY,0
STRAIGHT AND LEVEL,1113,2025-10-09 19:59:00,5,19,10,0A06E1F22B327CEE6705B2BC0780EECD14DCDD967A48C27F615861A661F54872EDD5D9A7CCEBABD93D95A6D80A28F4362B79C5FA778A116CB6C77136985A5AA6,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NO CONTROLS,REAR END,41.8825796682,"DARKNESS, LIGHTED ROAD",-87.7452105496,2,30,FAILING TO REDUCE SPEED TO AVOID CRASH,UNKNOWN,DRY,NOT APPLICABLE,N,121,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,3,"[""Y""]","[""Y""]","[""Y""]","[""2025-10-09T19:59:00.000""]","[""2167097"", ""2167098""]","[""FRONT"", ""REAR""]","[""IL""]","[""HONDA"", ""SATURN""]","[""STRAIGHT AHEAD""]","[""ACCORD"", ""ION""]","[""1"", ""2""]","[""S""]","[""1"", ""2""]","[""DRIVER""]","[""OTHER"", ""UNKNOWN""]","[""2065773"", ""2065785""]","[""PASSENGER""]","[""PERSONAL""]","[""2006"", ""2013""]",[],[],"[""Y""]","[""LOCAL TOW TRUCK""]","[""Y""]","[""Y""]",[],[],"[""Y""]",[],"[""1""]",[],[],"[""Y""]","[""Y""]","[""PARKED""]","['32', '33', '41']","[""DEPLOYED, COMBINATION"", ""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""JOLIET"", ""LOCKPORT"", ""STREAMWOOD""]","[""2025-10-09T19:59:00.000""]","[""NONE"", ""UNKNOWN""]","[""UNKNOWN""]","[""D""]","[""IL""]","[""NONE"", ""PARTIALLY EJECTED"", ""UNKNOWN""]","[""DECLINED""]","[""O2167097"", ""O2167098"", ""P478173""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2065773"", ""2065785""]","[""60107"", ""60436"", ""60441""]","[""CFD ENG 1113""]","[""6""]",[],[],[],[],2025,10,19,9,False,evening,41.88,-87.75,41.88_-87.75,35.333333333333336,32,41,SPEEDING,0
STRAIGHT AND LEVEL,2213,2025-10-09 19:59:00,5,19,10,B2BFA35CE881D32F2C27A79F20508724F99B0F0E121AAC1445C5F2E2CA0867B86ED4F63671596D3E9CEC84350EEA5428842AA95FA51700E0AF31C627E9311EFC,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,41.708430711,"DARKNESS, LIGHTED ROAD",-87.6566470242,2,30,FAILING TO YIELD RIGHT-OF-WAY,UNKNOWN,DRY,NOT APPLICABLE,S,10215,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,0,[],[],[],"[""2025-10-09T19:59:00.000""]","[""2167087"", ""2167088""]","[""FRONT-LEFT-CORNER"", ""SIDE-RIGHT""]",[],"[""FORD"", ""TOYOTA""]","[""STRAIGHT AHEAD""]","[""FUSION"", ""RAV4""]","[""1""]","[""N""]","[""1"", ""2""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2065760"", ""2065763""]","[""PASSENGER""]","[""PERSONAL""]",[],[],[],"[""Y""]",[],[],[],[],[],"[""Y""]",[],[],[],[],[],[],[],[],"[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]",[],"[""2025-10-09T19:59:00.000""]","[""FAILED TO YIELD"", ""NONE""]","[""UNKNOWN""]",[],"[""IL""]","[""NONE""]",[],"[""O2167087"", ""O2167088""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""SAFETY BELT USED""]","[""F"", ""M""]",[],"[""2065760"", ""2065763""]",[],[],[],[],[],[],[],2025,10,19,9,False,evening,41.71,-87.66,41.71_-87.66,0.0,0,0,FAILURE-TO-YIELD,0
STRAIGHT AND LEVEL,1034,2025-10-09 19:50:00,5,19,10,21D5D6F981AB7D086185A7D1B8F17855B66CA9B4D7BB10D151D910589177C7DED861B90F523E38E0DBDA7272CC38EBF84955E15E086402FCFD21443CD6EABBA3,NO INJURY / DRIVE AWAY,"OVER $1,500",FUNCTIONING PROPERLY,TURNING,41.8736407663,DAYLIGHT,-87.6723897727,2,30,IMPROPER TURNING/NO SIGNAL,NO DEFECTS,DRY,IMPROPER TURNING/NO SIGNAL,S,3059,TRAFFIC SIGNAL,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,2,"[""Y""]",[],[],"[""2025-10-09T19:50:00.000""]","[""2167071"", ""2167072""]","[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT""]","[""IL""]","[""CHEVROLET"", ""NISSAN""]","[""STRAIGHT AHEAD"", ""TURNING RIGHT""]","[""OTHER (EXPLAIN IN NARRATIVE)""]","[""1""]","[""W""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2065745"", ""2065747""]","[""PASSENGER"", ""PICKUP""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2013"", ""2018""]",[],[],[],[],[],[],[],"[""Y""]","[""Y""]",[],[],[],[],[],[],[],"['55', '60']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO"", ""CICERO""]","[""2025-10-09T19:50:00.000""]","[""IMPROPER LANE CHANGE"", ""NONE""]","[""NOT OBSCURED""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2167071"", ""O2167072""]","[""DRIVER""]","[""NORMAL""]","[""SAFETY BELT USED""]","[""M""]","[""IL""]","[""2065745"", ""2065747""]","[""60639"", ""60804""]",[],[],[],[],[],[],2025,10,19,9,False,evening,41.87,-87.67,NAN_NAN,57.5,55,60,OTHER,0
STRAIGHT AND LEVEL,911,2025-10-09 19:45:00,5,19,10,1665630F945E809EBB8FD2C7932B6C2803B6BCA792019C3F7B52DD79665E65C534D79E3B5CA24A4E3E9E48A47FF831A55DD087AB08B0A4EA900004519E865AFB,NO INJURY / DRIVE AWAY,"OVER $1,500",FUNCTIONING PROPERLY,SIDESWIPE SAME DIRECTION,41.832127133,"DARKNESS, LIGHTED ROAD",-87.6950214636,2,20,UNABLE TO DETERMINE,UNKNOWN,DRY,UNABLE TO DETERMINE,S,3400,TRAFFIC SIGNAL,FOUR WAY,CLEAR,0.0,1.0,1.0,0.0,0.0,1.0,1,1,[],"[""Y""]",[],"[""2025-10-09T19:45:00.000""]","[""2167236"", ""2167237""]","[""SIDE-RIGHT-REAR"", ""UNKNOWN""]","[""IL""]","[""HONDA"", ""STOUGHTON TRAILERS, INC.""]","[""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""PILOT""]","[""1""]","[""E""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2065904"", ""2065907""]","[""PASSENGER"", ""TRACTOR W/ SEMI-TRAILER""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2015""]",[],[],[],[],[],[],"[""Y""]",[],[],[],[],[],[],"[""Y""]",[],[],['48'],"[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""WILLOW SPRINGS""]","[""2025-10-09T19:45:00.000""]","[""UNKNOWN""]","[""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2167236"", ""O2167237""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""USAGE UNKNOWN""]","[""F"", ""X""]","[""IL""]","[""2065904"", ""2065907""]","[""60480""]",[],[],[],[],[],[],2025,10,19,9,False,evening,41.83,-87.7,41.83_-87.7,48.0,48,48,OTHER,0
STRAIGHT AND LEVEL,1513,2025-10-09 19:42:00,5,19,10,9D4A3BB293C767BB87EE4DAF3F119CF4E8C276A22D5F5D1DD636C8B2E08EA2E87A0C0D98D773E78DE00798AA9273454E34C0CF00C5281BCDD7BB546D987FC477,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NO CONTROLS,REAR END,41.8782304777,"DARKNESS, LIGHTED ROAD",-87.7744428668,2,30,UNABLE TO DETERMINE,NO DEFECTS,DRY,UNABLE TO DETERMINE,S,125,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,1,1,"[""Y""]",[],"[""Y""]","[""2025-10-09T19:42:00.000""]","[""2167176"", ""2167177""]","[""FRONT"", ""REAR""]","[""IL""]","[""AUDI"", ""JEEP""]","[""STRAIGHT AHEAD""]","[""A6"", ""GRAND CHEROKEE""]","[""1""]","[""N""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2065843"", ""2065844""]","[""SPORT UTILITY VEHICLE (SUV)"", ""UNKNOWN/NA""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2006"", ""2015""]",[],[],"[""Y""]","[""private""]","[""Y""]",[],"[""Y""]",[],[],[],[],[],[],[],[],[],['27'],"[""DEPLOYED, FRONT"", ""DEPLOYMENT UNKNOWN""]","[""TEST NOT OFFERED""]","[""BERWYN""]","[""2025-10-09T19:42:00.000""]","[""UNKNOWN""]","[""UNKNOWN""]",[],"[""IL""]","[""NONE""]",[],"[""O2167176"", ""O2167177""]","[""DRIVER""]","[""UNKNOWN""]","[""USAGE UNKNOWN""]","[""M""]","[""IL""]","[""2065843"", ""2065844""]","[""60402""]",[],[],[],[],[],[],2025,10,19,9,False,evening,41.88,-87.77,41.88_-87.77,27.0,27,27,OTHER,1
STRAIGHT AND LEVEL,2212,2025-10-09 19:42:00,5,19,10,5F8FA8B75556EB1C8F5E881C06120AA57CE3E543AEF86A0E9F583F0369F0A00F6969599F9328E59B72AEC4CA4122BBE47FCFDED863329B02B2141FE91CC63146,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,ANGLE,41.6994135033,DAYLIGHT,-87.6669991732,2,30,FAILING TO YIELD RIGHT-OF-WAY,NO DEFECTS,DRY,UNABLE TO DETERMINE,W,1800,STOP SIGN/FLASHER,FOUR WAY,CLEAR,0.0,0.0,1.0,0.0,0.0,1.0,1,2,"[""Y""]","[""Y""]","[""Y""]","[""2025-10-09T19:42:00.000""]","[""2167103"", ""2167104""]","[""FRONT-LEFT-CORNER""]","[""IL""]","[""CHEVROLET""]","[""STRAIGHT AHEAD""]","[""CRUZE"", ""EQUINOX""]","[""1""]","[""N"", ""W""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2065774"", ""2065779""]","[""PASSENGER""]","[""PERSONAL""]","[""2013"", ""2020""]","[""Y""]",[],"[""N"", ""Y""]",[],"[""N""]",[],[],"[""N""]","[""N""]",[],[],[],[],[],[],[],"['28', '34']","[""DEPLOYED, FRONT"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-09T19:42:00.000""]","[""FAILED TO YIELD"", ""NONE""]","[""UNKNOWN""]",[],[],"[""NONE""]",[],"[""O2167103"", ""O2167104""]","[""DRIVER""]","[""NORMAL""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2065774"", ""2065779""]","[""60643"", ""60655""]",[],[],[],[],[],[],2025,10,19,9,False,evening,41.7,-87.67,41.7_-87.67,31.0,28,34,FAILURE-TO-YIELD,0
STRAIGHT AND LEVEL,2534,2025-10-09 19:40:00,5,19,10,649D74458F1CE810AEEBBDF58663E21C4BA0A14720929F9C261A7B30BA855B55FFD5671EE803A711ED05A28BB98014227639DDE19FF36A703B51F8ABA7BC50A4,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,ANGLE,41.9117760468,"DARKNESS, LIGHTED ROAD",-87.7294431271,2,20,FAILING TO YIELD RIGHT-OF-WAY,NO DEFECTS,DRY,UNABLE TO DETERMINE,W,4112,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,2,"[""Y""]","[""Y""]","[""Y""]","[""2025-10-09T19:40:00.000""]","[""2167553"", ""2167554""]","[""FRONT-LEFT-CORNER"", ""SIDE-RIGHT""]","[""IL""]","[""VOLVO""]","[""STRAIGHT AHEAD""]","[""S40"", ""XC60""]","[""1""]","[""E"", ""S""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2066189"", ""2066193""]","[""PASSENGER""]","[""PERSONAL""]","[""2006"", ""2025""]","[""Y""]","[""Y""]","[""Y""]",[],[],[],[],[],"[""Y""]",[],[],[],[],[],[],[],"['29', '33']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-09T19:40:00.000""]","[""NONE""]","[""NOT OBSCURED""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2167553"", ""O2167554""]","[""DRIVER""]","[""NORMAL""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2066189"", ""2066193""]","[""60639""]",[],[],[],[],[],[],2025,10,19,9,False,evening,41.91,-87.73,41.91_-87.73,31.0,29,33,FAILURE-TO-YIELD,0
STRAIGHT AND LEVEL,1224,2025-10-09 19:30:00,5,19,10,DCC809752350B779692235B77EF8C62EC5C448CD8116CD489A90057AB0B0D616DF5CF10667C5E060F89F99ED99EA4F3C457357FFF6A93F0B304952E1C0B9D046,NO INJURY / DRIVE AWAY,"$501 - $1,500",NO CONTROLS,TURNING,41.8818883397,"DARKNESS, LIGHTED ROAD",-87.6473210939,2,30,UNABLE TO DETERMINE,NO DEFECTS,DRY,UNABLE TO DETERMINE,W,750,NO CONTROLS,NOT DIVIDED,RAIN,0.0,0.0,0.0,0.0,0.0,1.0,1,2,[],[],"[""Y""]","[""2025-10-09T19:30:00.000""]","[""2167091"", ""2167092""]","[""FRONT"", ""SIDE-LEFT-FRONT""]","[""IL""]","[""HYUNDAI"", ""PORSCHE""]","[""PASSING/OVERTAKING"", ""TURNING LEFT""]","[""MACAN"", ""SANTA FE""]","[""1"", ""3""]","[""S"", ""W""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2065762"", ""2065765""]","[""SPORT UTILITY VEHICLE (SUV)""]","[""PERSONAL""]","[""2007"", ""2024""]",[],[],"[""Y""]",[],[],[],[],[],"[""Y""]",[],"[""2""]",[],[],[],[],[],"['38', '68']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-09T19:30:00.000""]","[""NONE""]","[""NOT OBSCURED""]",[],"[""IL"", ""TX""]","[""NONE""]",[],"[""O2167091"", ""O2167092"", ""P478170"", ""P478171""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL""]","[""SAFETY BELT USED""]","[""F"", ""M""]","[""IL""]","[""2065762"", ""2065765""]","[""60619"", ""60624"", ""60653""]",[],"[""3"", ""4""]",[],[],[],[],2025,10,19,9,False,evening,41.88,-87.65,41.88_-87.65,53.0,38,68,OTHER,0
