alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_record_id,crash_type,damage,date_police_notified,device_condition,first_crash_type,hit_and_run_i,injuries_fatal,injuries_incapacitating,injuries_no_indication,injuries_non_incapacitating,injuries_reported_not_evident,injuries_total,injuries_unknown,latitude,lighting_condition,longitude,most_severe_injury,num_units,posted_speed_limit,prim_contributory_cause,report_type,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_name,street_no,traffic_control_device,trafficway_type,weather_condition,intersection_related_i,crash_date_est_i,private_property_i,statements_taken_i,photos_taken_i,work_zone_i,veh_count,ppl_count,location_json,veh_first_contact_point_list_json,veh_maneuver_list_json,veh_towed_i_list_json,veh_travel_direction_list_json,veh_unit_type_list_json,veh_vehicle_defect_list_json,veh_vehicle_use_list_json,veh_vehicle_year_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_ejection_list_json,ppl_injury_classification_list_json,ppl_person_type_list_json,ppl_safety_equipment_list_json,ppl_sex_list_json,ppl_seat_no_list_json
STRAIGHT AND LEVEL,1623,2025-09-18T19:50:00.000,5,19,9,bdf367d884271193205df6b08554d28a907a316de1d237b0a65a5668de8bf3198722bf14dabe515a67f1a263bd8d0c182240d4e3008e1f6697cdf8fabfe8e704,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-18T20:05:00.000,UNKNOWN,REAR END,,0,0,2,0,0,0,0,41.9655128825,"DARKNESS, LIGHTED ROAD",-87.7588825831,NO INDICATION OF INJURY,2,30,FOLLOWING TOO CLOSELY,NOT ON SCENE (DESK REPORT),UNKNOWN,UNKNOWN,UNABLE TO DETERMINE,N,MILWAUKEE AVE,4698,UNKNOWN,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.758882583134, 41.965512882497], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""STRAIGHT AHEAD""]",[],"[""S""]","[""DRIVER""]","[""UNKNOWN""]","[""UNKNOWN/NA""]","[""2016"", ""2020""]","[""43"", ""47""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,834,2025-09-18T19:52:00.000,5,19,9,c5f15562d016fe64d88587a8febaeefa6be4668c91d47782c8b4d0109ca120fd97e310a38047f3dccbcb2835ece94d680b29f4867a0789733ae75491a3030e46,NO INJURY / DRIVE AWAY,$500 OR LESS,2025-09-18T20:00:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,,0,0,1,0,0,0,0,41.7442258491,"DARKNESS, LIGHTED ROAD",-87.7396272118,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,ON SCENE,UNKNOWN,DRY,NOT APPLICABLE,S,KEATING AVE,8152,NO CONTROLS,ONE-WAY,CLEAR,,,,,,,2,1,"{""coordinates"": [-87.739627211798, 41.744225849144], ""type"": ""Point""}","[""FRONT"", ""FRONT-LEFT-CORNER""]","[""PARKED"", ""STRAIGHT AHEAD""]",[],"[""S""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""FIRE"", ""PERSONAL""]","[""2012""]","[""62""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""M""]",[]
STRAIGHT AND LEVEL,513,2025-09-18T20:00:00.000,5,20,9,5c7a5b97124d41727026aaa52ecb7b602d9324bf4c0b805d479824649841ef68d66e8efaf56669d4e0db23d26df7e0ec11a63021a5040eebabd74d93ef3e6fc7,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-18T20:14:00.000,FUNCTIONING PROPERLY,REAR END,,0,0,2,0,0,0,0,41.6923007402,DARKNESS,-87.5976823214,NO INDICATION OF INJURY,2,30,FOLLOWING TOO CLOSELY,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,UNABLE TO DETERMINE,E,111TH ST,1098,STOP SIGN/FLASHER,UNKNOWN,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.597682321382, 41.692300740223], ""type"": ""Point""}","[""REAR"", ""UNKNOWN""]","[""OTHER"", ""STRAIGHT AHEAD""]",[],"[""S""]","[""DRIVER""]","[""NONE"", ""OTHER""]","[""UNKNOWN/NA""]","[""2012"", ""2024""]","[""45""]","[""DID NOT DEPLOY"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F""]",[]
STRAIGHT AND LEVEL,533,2025-09-18T20:46:00.000,5,20,9,733837d6ca25f0a16c6de6c33e331d2e94106745533bcae91a2f4df9d6ed8826f6c22633eb8ca5d954c5686ba2563717a07f386420d596853d933200f57d30e3,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-18T20:51:00.000,FUNCTIONING PROPERLY,TURNING,Y,0,0,7,0,0,0,0,41.6593684947,"DARKNESS, LIGHTED ROAD",-87.5975461382,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,DRY,UNABLE TO DETERMINE,E,130TH ST,1001,TRAFFIC SIGNAL,DIVIDED - W/MEDIAN BARRIER,CLEAR,Y,,,,,,2,7,"{""coordinates"": [-87.597546138193, 41.659368494677], ""type"": ""Point""}","[""FRONT"", ""REAR-RIGHT-CORNER""]","[""STRAIGHT AHEAD"", ""TURNING LEFT""]","[""Y""]","[""E"", ""W""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2008""]","[""40"", ""41""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""BOOSTER SEAT"", ""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M"", ""X""]","[""10"", ""11"", ""3"", ""4"", ""5""]"
STRAIGHT AND LEVEL,1421,2025-09-18T21:00:00.000,5,21,9,92e26408304da4530b3850d5c965ae99d80b6a83e8a5100264e8848675855897dc42f1ccd788dfe7f9c5bece8cb614789eb1ef874159fb8767dd7e3141bc2954,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-19T08:30:00.000,UNKNOWN,PARKED MOTOR VEHICLE,Y,0,0,1,0,0,0,0,41.9120603056,DARKNESS,-87.7035820767,NO INDICATION OF INJURY,2,25,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,UNABLE TO DETERMINE,N,WHIPPLE ST,1700,UNKNOWN,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,,Y,,,,,2,1,"{""coordinates"": [-87.7035820767, 41.912060305583], ""type"": ""Point""}","[""SIDE-RIGHT"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]",[],"[""S"", ""UNKNOWN""]","[""DRIVER"", ""PARKED""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2020""]",[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""X""]",[]
STRAIGHT AND LEVEL,1651,2025-09-18T21:00:00.000,5,21,9,a00769f65a4ebb2e4d598ba7205a1515dd821a069216678ffe8e58571829bdfab1f45b932e3ecbeba31f4724cdb0cf8b7ab7a52da03f3f7d33956150ca9976e8,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-09-19T08:15:00.000,NO CONTROLS,SIDESWIPE SAME DIRECTION,N,0,0,2,0,0,0,0,41.976201139,"DARKNESS, LIGHTED ROAD",-87.9053091251,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,UNABLE TO DETERMINE,W,OHARE ST,10000,NO CONTROLS,ONE-WAY,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.905309125103, 41.976201139024], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""REAR-RIGHT-CORNER""]","[""LEAVING TRAFFIC LANE TO PARK"", ""UNKNOWN/NA""]",[],"[""E""]","[""DRIVER""]","[""NONE"", ""OTHER""]","[""PERSONAL""]","[""2016"", ""2019""]","[""51""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M""]",[]
STRAIGHT AND LEVEL,821,2025-09-18T21:10:00.000,5,21,9,65a654d43d9d50c3934efb38677db4be3bbde9d1d2986c8dee2b9193ca8a5312b1d1ccfc1dae8f285b7a6782eaf60dc4ed5fce6335727e86979740dde643d354,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-18T23:15:00.000,NO CONTROLS,REAR END,Y,0,0,3,0,0,0,0,41.8123747103,"DARKNESS, LIGHTED ROAD",-87.7236084038,NO INDICATION OF INJURY,2,35,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,S,PULASKI RD,4433,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,3,"{""coordinates"": [-87.723608403774, 41.812374710327], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""STRAIGHT AHEAD""]",[],"[""N""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2017""]","[""29""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""NONE PRESENT"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""3""]"
STRAIGHT AND LEVEL,411,2025-09-18T21:20:00.000,5,21,9,93fe8872292a21aa03750ed01d179f56d05be01e47bed2f7a31a86d4d27ea6e5b8536b66dfbfd3a18ceb04c44dafb96dcd52a1d87359b7d2a748ef4357bdb417,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-18T23:25:00.000,NO CONTROLS,FIXED OBJECT,Y,0,0,2,0,0,0,0,41.7570029941,"DARKNESS, LIGHTED ROAD",-87.5920228683,NO INDICATION OF INJURY,2,5,UNABLE TO DETERMINE,ON SCENE,UNKNOWN,UNKNOWN,UNABLE TO DETERMINE,E,76TH ST,1328,NO CONTROLS,ALLEY,UNKNOWN,,,,,,,2,2,"{""coordinates"": [-87.592022868322, 41.757002994142], ""type"": ""Point""}","[""UNKNOWN""]","[""UNKNOWN/NA""]",[],"[""UNKNOWN""]","[""DRIVER"", ""NON-MOTOR VEHICLE""]","[""UNKNOWN""]","[""UNKNOWN/NA""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""NON-MOTOR VEHICLE""]","[""USAGE UNKNOWN""]","[""X""]",[]
STRAIGHT AND LEVEL,1134,2025-09-18T21:30:00.000,5,21,9,a1f00a1e214a9c0df344d91f66499f936d3dc29a246c78272ec153d12b30e85ad200c18e21d358aa5d57b1ae94f442df17ad6c3d3acf1fd0d5d674657b6dddaf,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-21T14:50:00.000,NO CONTROLS,REAR END,Y,0,0,4,0,0,0,0,41.8724183581,"DARKNESS, LIGHTED ROAD",-87.7032753258,NO INDICATION OF INJURY,2,30,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,S,ALBANY AVE,711,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,4,"{""coordinates"": [-87.703275325784, 41.872418358075], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""OTHER"", ""STRAIGHT AHEAD""]",[],"[""N""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2011"", ""2021""]","[""27"", ""29""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""3"", ""6""]"
STRAIGHT AND LEVEL,1232,2025-09-18T21:37:00.000,5,21,9,cc7f5dc0df340006aa9d595aa92a35cadb522335ab3039db2a104f68d2a9582fd1717a551f162e9a217392f3a2c36e0527f173607eae06fdde67303ef8dd61a7,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-18T22:30:00.000,UNKNOWN,SIDESWIPE SAME DIRECTION,,0,0,3,0,0,0,0,41.8779147522,UNKNOWN,-87.6473882814,NO INDICATION OF INJURY,2,30,NOT APPLICABLE,NOT ON SCENE (DESK REPORT),UNKNOWN,UNKNOWN,NOT APPLICABLE,S,HALSTED ST,300,UNKNOWN,NOT DIVIDED,UNKNOWN,,,,,,,2,3,"{""coordinates"": [-87.647388281435, 41.877914752179], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""SIDE-RIGHT""]","[""LEAVING TRAFFIC LANE TO PARK"", ""OTHER""]",[],"[""S""]","[""DRIVER""]","[""UNKNOWN""]","[""TAXI/FOR HIRE"", ""UNKNOWN/NA""]","[""2012"", ""2024""]","[""31""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M"", ""X""]","[""6""]"
STRAIGHT AND LEVEL,623,2025-09-18T21:41:00.000,5,21,9,d32e471f562b6c9933dc114a9c689648fcca272e6114ade217058dca906546ba197f180edc11fd71efa0ecc72da0f0bc220a57f28b07e38357c77fa6f858ae5f,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-18T21:43:00.000,UNKNOWN,PARKED MOTOR VEHICLE,Y,0,0,1,0,0,0,0,41.7548542692,UNKNOWN,-87.6151900421,NO INDICATION OF INJURY,3,30,NOT APPLICABLE,ON SCENE,UNKNOWN,UNKNOWN,NOT APPLICABLE,S,DR MARTIN LUTHER KING JR DR,7658,UNKNOWN,ONE-WAY,CLEAR,,,,,,,3,1,"{""coordinates"": [-87.615190042116, 41.754854269216], ""type"": ""Point""}","[""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]",[],"[""UNKNOWN"", ""W""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2015""]","[""48""]","[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""M""]",[]
STRAIGHT AND LEVEL,524,2025-09-18T21:44:00.000,5,21,9,c7753dbfa8cab8aba3d0767978daff511508e7f916765667d8d90455bd236557fa49ebb2c6ba4c5d041c7d0f346b0e63d20333d808126854027802b731e49fea,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-18T21:47:00.000,NO CONTROLS,FIXED OBJECT,,0,0,0,0,1,1,0,41.6777086854,DARKNESS,-87.6573156902,"REPORTED, NOT EVIDENT",1,30,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,W,119TH ST,1416,NO CONTROLS,T-INTERSECTION,CLEAR,,,,,,,1,1,"{""coordinates"": [-87.657315690184, 41.677708685385], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER""]","[""TURNING LEFT""]","[""Y""]","[""E""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL""]","[""2016""]","[""32""]","[""NOT APPLICABLE""]","[""NONE""]","[""REPORTED, NOT EVIDENT""]","[""DRIVER""]","[""NONE PRESENT""]","[""M""]",[]
STRAIGHT AND LEVEL,2514,2025-09-18T22:00:00.000,5,22,9,279b4f6d40b795e8999a2585ca05b673d91af111b44065aa3a2fe48237e0cdd0595cd4be0b7a4dd6048f0c1b4109120cbf53a283a63f6300f9b3f7e1f9e5c4ac,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-18T22:45:00.000,UNKNOWN,ANGLE,,0,0,4,0,0,0,0,41.928484274,"DARKNESS, LIGHTED ROAD",-87.7620402782,NO INDICATION OF INJURY,4,25,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,DRY,UNABLE TO DETERMINE,W,DRUMMOND PL,5419,UNKNOWN,ONE-WAY,CLEAR,,,,,,,4,4,"{""coordinates"": [-87.762040278192, 41.928484274034], ""type"": ""Point""}","[""FRONT"", ""NONE"", ""SIDE-LEFT-REAR"", ""SIDE-RIGHT-REAR""]","[""UNKNOWN/NA""]",[],"[""UNKNOWN""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""PERSONAL"", ""TOW TRUCK"", ""UNKNOWN/NA""]","[""2017"", ""2023"", ""2024""]","[""36"", ""38"", ""40""]","[""NOT APPLICABLE""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""NONE PRESENT"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""3""]"
STRAIGHT AND LEVEL,512,2025-09-18T22:00:00.000,5,22,9,775350bd5b054edce3ef8ab16d9a24bd11691b71b0a3528acd2f2777df247aeaa6d0562e8560ef009c752fff263b2f3c6feb6c04c3e388a9b31c47ea359a08ad,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-19T09:45:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,Y,0,0,1,0,0,0,0,41.7063578435,UNKNOWN,-87.6094104156,NO INDICATION OF INJURY,2,25,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,E,103RD PL,549,NO CONTROLS,ONE-WAY,CLEAR,,Y,,,,,2,1,"{""coordinates"": [-87.609410415574, 41.706357843494], ""type"": ""Point""}","[""FRONT"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]",[],"[""E"", ""W""]","[""DRIVER"", ""DRIVERLESS""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2010""]",[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""X""]",[]
STRAIGHT AND LEVEL,1711,2025-09-18T22:06:00.000,5,22,9,5a11dbcb4c8ddcf2a54bb56816cd2d31ab6a5757fe4dc73bf82f4d0e9dd2b3889715d567e777b93d08cdc0a4b4e8fd16b8ea08ffadf819fdc43337127ec876a9,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-18T22:44:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,,0,0,1,0,0,0,0,41.9925029338,"DARKNESS, LIGHTED ROAD",-87.7287279071,NO INDICATION OF INJURY,3,30,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,N,PULASKI RD,6119,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,3,1,"{""coordinates"": [-87.728727907079, 41.992502933764], ""type"": ""Point""}","[""REAR"", ""REAR-LEFT-CORNER"", ""REAR-RIGHT-CORNER""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""Y""]","[""N""]","[""DRIVER"", ""PARKED""]","[""NONE""]","[""NOT IN USE"", ""PERSONAL""]","[""2014"", ""2019"", ""2021""]","[""43""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""M""]",[]
STRAIGHT AND LEVEL,1624,2025-09-18T22:11:00.000,5,22,9,50ef4db5ecabb2a0a2dfd9c3d0205063ab4e0cf430d37f0cde984dfa37c2865c6158608bc6c96beccafdd69983a4599cd5ae5da4e2e8b8cb2351511ee711887c,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-18T22:13:00.000,NO CONTROLS,OTHER OBJECT,,0,0,1,1,0,1,0,41.9571219689,"DARKNESS, LIGHTED ROAD",-87.7521108423,NONINCAPACITATING INJURY,2,15,FAILING TO YIELD RIGHT-OF-WAY,ON SCENE,NO DEFECTS,DRY,IMPROPER OVERTAKING/PASSING,W,BERTEAU AVE,4952,NO CONTROLS,ONE-WAY,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.752110842337, 41.957121968945], ""type"": ""Point""}","[""SIDE-LEFT-REAR""]","[""STRAIGHT AHEAD""]",[],"[""W""]","[""DRIVER"", ""NON-MOTOR VEHICLE""]","[""NONE""]","[""PERSONAL""]","[""2016""]","[""23"", ""39""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""DRIVER"", ""NON-MOTOR VEHICLE""]","[""HELMET NOT USED"", ""SAFETY BELT USED""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,911,2025-09-18T22:24:00.000,5,22,9,965b9d688242d3b1f75e35800d339d876a725de468597944b4836dc03c0ee7f437198d49060a0f655b3ad142f3ac3b0b44695f2d86b35528c183c563cf7a1035,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-18T22:25:00.000,FUNCTIONING PROPERLY,FIXED OBJECT,,0,0,1,0,0,0,0,41.8245894073,DARKNESS,-87.704306965,NO INDICATION OF INJURY,1,30,DISREGARDING TRAFFIC SIGNALS,ON SCENE,NO DEFECTS,DRY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,S,KEDZIE AVE,3751,TRAFFIC SIGNAL,FOUR WAY,CLEAR,Y,,,,,,1,1,"{""coordinates"": [-87.70430696502, 41.824589407261], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER""]","[""TURNING LEFT""]","[""Y""]","[""NE""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL""]","[""2006""]","[""18""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""M""]",[]
STRAIGHT AND LEVEL,414,2025-09-18T22:35:00.000,5,22,9,02bc70d559c26523eb34fae31bac67e80fc418d5e97743e3b87b00f8783d0b51e6424e6a3a3018d2479e19754f9f617c3912034feb94f0f11272836b6fbee08b,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-19T15:00:00.000,FUNCTIONING PROPERLY,ANGLE,Y,0,0,2,0,0,0,0,41.751794356,"DARKNESS, LIGHTED ROAD",-87.5698281818,NO INDICATION OF INJURY,2,30,DISREGARDING STOP SIGN,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,FAILING TO YIELD RIGHT-OF-WAY,E,79TH ST,2232,STOP SIGN/FLASHER,FOUR WAY,CLEAR,Y,,,,,,2,2,"{""coordinates"": [-87.569828181801, 41.751794355951], ""type"": ""Point""}","[""FRONT"", ""SIDE-RIGHT-REAR""]","[""STRAIGHT AHEAD""]",[],"[""N"", ""W""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL""]","[""2013""]","[""65""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""X""]",[]
STRAIGHT AND LEVEL,2531,2025-09-18T22:40:00.000,5,22,9,b521f2e9c6b38f6681a4e4d8859669dde0c84fe92c0caabbcfce2924b0a84bd1546b76ec5307383800e46abc6dcfa3e8a9ad22981a62501e57bcf32b582893c8,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-18T23:10:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,Y,0,0,1,0,0,0,0,41.9110341881,"DARKNESS, LIGHTED ROAD",-87.7702824168,NO INDICATION OF INJURY,2,20,IMPROPER OVERTAKING/PASSING,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,W,WABANSIA AVE,5765,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,1,"{""coordinates"": [-87.770282416815, 41.911034188058], ""type"": ""Point""}","[""SIDE-LEFT"", ""UNKNOWN""]","[""PARKED"", ""PASSING/OVERTAKING""]",[],"[""E""]","[""DRIVER"", ""PARKED""]","[""NONE""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2008""]",[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""X""]",[]
STRAIGHT AND LEVEL,811,2025-09-18T22:45:00.000,5,22,9,f8fd03d6bdb8cad74a63e52ffeebc9cc79b0c71fa0cb751a00e3be83a8a83f5ca2611c3058fc747e74fdb4131811a5a078793c842994200d694bd8f76b41abec,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-18T22:50:00.000,NO CONTROLS,FIXED OBJECT,,0,0,1,0,0,0,0,41.7927657355,"DARKNESS, LIGHTED ROAD",-87.7663681899,NO INDICATION OF INJURY,1,10,IMPROPER TURNING/NO SIGNAL,ON SCENE,NO DEFECTS,DRY,UNABLE TO DETERMINE,W,55TH ST,5740,NO CONTROLS,PARKING LOT,CLEAR,,,,,,,1,1,"{""coordinates"": [-87.76636818995, 41.79276573552], ""type"": ""Point""}","[""FRONT-LEFT-CORNER""]","[""TURNING LEFT""]",[],"[""NE""]","[""DRIVER""]","[""NONE""]","[""POLICE""]","[""2025""]","[""28""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""M""]",[]
STRAIGHT ON HILLCREST,132,2025-09-18T23:01:00.000,5,23,9,103ecc9cb10b8422187e14568060fd4362fa27d741eba7aa0835583202d6197e61021c872442c46af5d74850fe6bbeb20318c17e267aee64291fa7d2d15c4795,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-18T23:35:00.000,FUNCTIONING PROPERLY,REAR END,,0,0,2,0,0,0,0,41.8673686198,"DARKNESS, LIGHTED ROAD",-87.6230448609,NO INDICATION OF INJURY,2,30,FOLLOWING TOO CLOSELY,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,DISTRACTION - FROM INSIDE VEHICLE,E,ROOSEVELT RD,133,TRAFFIC SIGNAL,T-INTERSECTION,CLEAR,Y,,,,,,2,2,"{""coordinates"": [-87.623044860858, 41.867368619793], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""STRAIGHT AHEAD""]",[],"[""E""]","[""DRIVER""]","[""NONE""]","[""PERSONAL""]","[""2016"", ""2018""]","[""46"", ""58""]","[""DID NOT DEPLOY"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""F""]",[]
